i,j,w
0,54,0.6400156824026549
1,2,0.5638990030416268
1,3,0.5761521029452674
1,5,0.7782218886833221
1,6,0.5827285623135859
1,7,0.6345144031464335
1,8,0.6987773042297484
1,10,0.7096116323629134
1,11,0.6470462944215477
1,58,0.6719306721629466
2,5,0.5513198290351682
2,8,0.6894357075842528
2,9,0.5741219182894206
2,10,0.6306836208815876
2,11,0.6320871761842647
2,54,0.6165789104866396
2,58,0.7194262295215076
3,5,0.6775875468368144
3,6,0.6161209733586024
3,7,0.6671697085866628
3,8,0.72863466778051
3,9,0.6005856304879553
3,10,0.7804983852677281
3,11,0.6240720624786429
3,22,0.6787155624748705
3,54,0.552231079852984
3,58,0.6435071625664444
4,13,0.6634944876322478
5,6,0.5935480706367471
5,7,0.6314269891292911
5,8,0.6987732809888115
5,10,0.6807642165593785
5,11,0.6546322827370231
5,22,0.5975983869296576
5,54,0.6669686570957061
5,58,0.7095830720298459
6,7,0.6105905819123837
6,8,0.5926336114637342
6,10,0.7379538157844474
6,58,0.5680063016629248
7,8,0.6117341134178266
7,9,0.6781747871143308
7,10,0.757991527111561
7,11,0.622083367768546
7,22,0.5791865184493846
7,47,0.6126780991701309
7,52,0.5787477174042636
7,54,0.5572077403489845
7,58,0.6337628742834953
8,9,0.6203561138392932
8,10,0.7718338862834072
8,11,0.7013879559932154
8,22,0.5888702053176779
8,30,0.5641900164222956
8,54,0.6005833955125351
8,58,0.7004105341630928
9,10,0.5564178557020615
9,22,0.5555671123561785
9,54,0.5538687137806259
9,58,0.6674341862901858
10,11,0.7070380854587541
10,22,0.5771573365186042
10,46,0.5682372957483031
10,47,0.5728713151510794
10,54,0.5589150244343771
10,58,0.6533125013209572
11,13,0.5912290978462978
11,22,0.6034171059088033
11,34,0.5628238379838862
11,54,0.6251973258762337
11,58,0.6254169684547259
12,25,0.5948718891069701
13,24,0.5692020893635238
13,27,0.5730692561834292
15,17,0.595089337087344
18,57,0.6339514142402503
19,24,0.5897394978092845
19,39,0.6278718703227234
22,54,0.5740847552824632
24,39,0.6631005824931985
24,41,0.6284040315638358
32,34,0.7591206383078849
32,36,0.9252008671186086
32,38,0.8438404094884348
32,44,0.6369876089744609
32,46,0.7563362734191551
34,36,0.7930131333457083
34,38,0.8372982149804639
34,46,0.7420300070804501
34,47,0.5656385929780666
35,37,0.6490423631267698
36,38,0.8853746561215599
36,44,0.7240202205113392
36,45,0.6225810677920975
36,46,0.7943026297340168
37,40,0.5840166544522005
38,44,0.5691043604047579
38,45,0.6311148997582544
38,46,0.7075208714078887
41,45,0.5854618474650038
42,43,0.5992985380833865
42,47,0.6049007611401599
42,51,0.5589249844840339
43,52,0.5807400397153955
43,57,0.5535423747304213
44,46,0.5689075793055913
46,47,0.611221696023943
46,51,0.6283953144330255
47,49,0.7814912196837761
47,51,0.5855481177146061
47,52,0.6123086288993028
47,53,0.629651242324451
47,56,0.5892982286321403
47,58,0.5801171946928377
48,59,0.5988836440992351
49,51,0.6361460029941428
49,56,0.6121685663095823
52,57,0.6107035853203411
52,58,0.6996506133971057
54,58,0.7520505499945961
57,58,0.5577895589903019
