tag,kernel,model,best_params_str,val_mse,test_mse,test_mae,test_r2,load_graphs_sec,gram_sec,fit_sec,total_sec,n_train,n_val,n_test,run_dir
tau_0.35,baseline,mean,,0.00733217110469834,0.0016088047617828837,0.030679187335720733,-0.004125435672252431,,,,0.012166023254394531,1450,253,984,results/fixed/tau_0.35/baseline/mean/run_0001
tau_0.35,baseline,ridge,lambda=10.0,0.007717888621450587,0.0017211153217681963,0.03432478887244252,-0.07422336965081078,,,0.0005457401275634766,0.45973706245422363,1450,253,984,results/fixed/tau_0.35/baseline/ridge/run_0001
tau_0.35,sp,krr,lambda=1.0,0.007174074360160042,0.0016111661207042455,0.03105612837866286,-0.005599263082523898,5.462791681289673,44.918044090270996,1.1455650329589844,52.52318000793457,1450,253,984,results/fixed/tau_0.35/sp/krr/run_0001
tau_0.35,sp,svr,"C=1.0, eps=0.05",0.006777889885398111,0.0016184082810232335,0.03261347483597875,-0.010119412175974896,5.388699054718018,47.97796583175659,1.22965669631958,55.681883573532104,1450,253,984,results/fixed/tau_0.35/sp/svr/run_0001
tau_0.35,wl,krr,lambda=1e-06,0.007006758181509634,0.0015944414409262172,0.030382947156906575,0.004839341257495966,5.457568645477295,2.358402729034424,0.8022778034210205,9.580792665481567,1450,253,984,results/fixed/tau_0.35/wl/krr/run_0001
tau_0.35,wl,svr,"C=10.0, eps=0.01",0.006631861186821194,0.0015985958254987542,0.030454760609709048,0.0022464080949748944,5.425814151763916,2.331575393676758,0.28043389320373535,8.96277928352356,1450,253,984,results/fixed/tau_0.35/wl/svr/run_0001
