tag,kernel,model,best_params_str,val_mse,test_mse,test_mae,test_r2,load_graphs_sec,gram_sec,fit_sec,total_sec,n_train,n_val,n_test,run_dir
tau_0.50,baseline,mean,,0.007332171404167512,0.0016088046539208304,0.03067918613391268,-0.00412543572286217,,,,0.010296344757080078,1450,253,984,results/fixed/tau_0.50/baseline/mean/run_0002
tau_0.50,baseline,ridge,lambda=10.0,0.0077178897343987175,0.0017211152529018248,0.034324788307537664,-0.07422339874357098,,,0.0004596710205078125,0.39167213439941406,1450,253,984,results/fixed/tau_0.50/baseline/ridge/run_0002
tau_0.50,sp,krr,lambda=1e-06,0.006901970640834099,0.0017635126819207977,0.03197025151863,-0.1006854908213457,4.001903533935547,26.85368776321411,1.4625160694122314,33.25133156776428,1450,253,984,results/fixed/tau_0.50/sp/krr/run_0002
tau_0.50,sp,svr,"C=1.0, eps=0.05",0.006648849744946495,0.0016651949454886581,0.032570916814956226,-0.039321086079223466,4.148721933364868,28.119840621948242,1.0231523513793945,34.268487215042114,1450,253,984,results/fixed/tau_0.50/sp/svr/run_0002
tau_0.50,wl,krr,lambda=0.1,0.006577133441910892,0.0015856682547657683,0.030183017728567255,0.01031500415653297,3.9844460487365723,1.711064100265503,0.9138016700744629,7.522624731063843,1450,253,984,results/fixed/tau_0.50/wl/krr/run_0002
tau_0.50,wl,svr,"C=10.0, eps=0.05",0.006577062105554249,0.0016125295156573585,0.032043813093103356,-0.006450285048156923,4.007706165313721,1.7111337184906006,0.2899038791656494,6.9596898555755615,1450,253,984,results/fixed/tau_0.50/wl/svr/run_0002
