i,j,w
0,3,0.5727713297525535
0,4,0.41405429190024745
0,5,0.404335595014168
0,7,0.4541305258326207
0,8,0.636699874059867
0,9,0.48085265661115556
0,10,0.551806033537061
0,11,0.5048956782592117
0,13,0.6620172454053574
0,27,0.47153305515238503
0,54,0.4278153380595828
1,2,0.5550531445805313
1,3,0.603552183614238
1,4,0.4802400137743464
1,7,0.5054674499946401
1,8,0.622781667449359
1,9,0.4938670746193917
1,10,0.6852352176039653
1,11,0.4802022149479773
1,21,0.4668185795865213
1,22,0.4174815922929987
1,25,0.4105426098044708
1,54,0.5905133590519247
1,58,0.5993914522220626
2,3,0.43686949126579716
2,4,0.576657146022745
2,7,0.4824200999597503
2,8,0.4012657529038814
2,9,0.4038080332756321
2,10,0.43620897509830403
2,11,0.616108559686196
2,13,0.5713556006893978
3,5,0.44354714349014446
3,7,0.5711541294457215
3,8,0.6357894563440903
3,9,0.6153254878830127
3,10,0.61236130633584
3,11,0.5601175799898918
3,13,0.40364531258250486
3,16,0.4432846174326832
3,54,0.46157476050386775
4,8,0.6269464482889516
4,11,0.4589234622726722
4,13,0.6658354579446866
4,16,0.42578379878156825
4,27,0.5592097824746738
4,54,0.5123613505719931
5,8,0.4206476321194664
5,50,0.536581523021153
5,54,0.4983431237897963
5,58,0.474770109265927
6,16,0.4904459586186071
6,29,0.7819338454868531
7,9,0.5621690405805254
7,10,0.5959446751445573
7,11,0.48121824398257534
8,9,0.45300145184990914
8,10,0.46731260822894144
8,11,0.4578762282793268
8,13,0.5973177741114405
8,16,0.45473312154519424
8,18,0.4341964386026521
8,27,0.4435835716602596
8,51,0.41773253695742724
8,54,0.595025446910856
8,58,0.5056992974266992
9,10,0.6388068365415595
9,11,0.5592519735663442
9,54,0.46636461652157807
10,11,0.5894793210364562
10,22,0.4300923375519338
10,54,0.45476706226308095
10,58,0.4213940383951943
11,13,0.4601692410851131
11,54,0.41592671524961505
11,58,0.41013395389536256
13,18,0.4505858667568994
13,20,0.4620419111623546
13,25,0.5716459355318222
13,27,0.7662716358866756
13,32,0.4063021287654014
13,34,0.4444348634832767
13,38,0.49037471939652655
13,44,0.4323539435266875
13,47,0.5412664646030005
13,56,0.4252441465219576
13,57,0.41589779313944986
13,58,0.42861795946770503
14,27,0.4399205071784724
14,44,0.42004350355689224
15,18,0.5525276359033849
15,20,0.557378722238115
15,27,0.5147287275416554
15,32,0.5264780579331487
15,34,0.551842462019538
15,36,0.46364264862706717
15,38,0.5266969192871304
15,42,0.4088411142277546
15,44,0.5889558414378138
15,45,0.5449423491220309
15,46,0.4981842074872643
15,47,0.5387639313807118
15,48,0.4284595844825863
