i,j,w
0,1,0.47955212149611276
0,2,0.41837766684433053
0,3,0.625766607939394
0,7,0.4179357538254756
0,9,0.5107561244392159
0,10,0.6169003984174778
0,11,0.4416589097190162
0,12,0.4270844904689992
0,13,0.45655033945841045
0,14,0.4632547649984631
0,16,0.5207801529902624
0,22,0.5206935410342937
0,27,0.4189773062822918
0,54,0.4274032209732796
1,2,0.5754418488026837
1,3,0.41068034850011487
1,4,0.6279427982447309
1,8,0.42907024669152377
1,9,0.46177777357830563
1,10,0.6239174253687725
1,11,0.5890074306173202
1,12,0.5958245974524576
1,13,0.537714522520302
1,27,0.5381886916432624
1,45,0.4421625937104817
2,3,0.4370034703531324
2,4,0.5827641056674748
2,7,0.41330951073588945
2,9,0.41923012229929
2,10,0.5434481518939362
2,11,0.676158728033622
2,12,0.4966734070831082
2,13,0.4546705125581396
2,27,0.45234490816762946
3,5,0.49818393321574583
3,7,0.5421538090750627
3,9,0.5646142949818681
3,10,0.5033856596070899
3,13,0.4650816035831249
3,14,0.43628718974217984
3,22,0.5307422384784799
4,6,0.4432004166267727
4,10,0.43974144002165755
4,11,0.4776130352811249
4,12,0.4874664468570486
4,13,0.4580279394886045
4,16,0.5034622928932488
4,27,0.6416569645471518
5,9,0.41166823544412146
6,27,0.4299197194635954
7,9,0.4226138660139889
8,9,0.4213442845822795
8,54,0.4356031613151918
9,10,0.4750530522619542
9,11,0.4202269194456789
9,22,0.44576578691981716
10,11,0.5897833804645352
10,12,0.6213604286066912
10,16,0.4096402325247425
10,22,0.45104420673748696
10,27,0.48915811152665994
11,12,0.5591469210748627
13,17,0.42814268711610987
13,27,0.6996552953712629
14,22,0.5760559566479478
16,29,0.5638088161659776
17,38,0.4277936305396564
17,45,0.4068703158472834
17,47,0.4026142570573204
17,59,0.43143879498063664
18,20,0.845275736600303
18,23,0.42428364790299994
18,32,0.5549112679430904
18,34,0.4135524228919226
18,36,0.48357519888547734
18,38,0.5046383375960517
18,44,0.42983502511580673
18,47,0.41861384947520974
18,48,0.5357039009006117
18,49,0.5021322852364714
18,51,0.4687773507409093
18,57,0.47271854522316153
18,59,0.5718425917264374
19,21,0.4364988428538135
19,24,0.6894190710953764
19,29,0.4406611815899457
19,33,0.4476270643149905
19,35,0.41132581941307356
19,39,0.7271717808121175
