i,j,w
0,4,0.5152262926738151
0,6,0.4430620161014075
0,8,0.4672740555750005
0,13,0.4882919812286867
0,27,0.49116299857627854
0,31,0.4823972550849065
0,36,0.4195038714908677
0,37,0.4635433275839821
0,38,0.4228683175545281
0,40,0.532103749428162
0,43,0.4711562481055009
0,50,0.4422728627632023
0,51,0.4027531950181862
1,3,0.4718705647463583
1,4,0.5193023198073032
1,5,0.641836086166298
1,6,0.5475583457790777
1,7,0.6072854081689802
1,8,0.7484297466629455
1,10,0.6466961587702663
1,12,0.5179733883423635
1,13,0.539158464273967
1,14,0.4925138510978871
1,15,0.4691784137741548
1,17,0.4500986373349756
1,18,0.43453890991809246
1,21,0.4674008965341977
1,23,0.4179335131948946
1,25,0.5938965856064461
1,26,0.466542014438425
1,27,0.6311040564653331
1,31,0.592631791869938
1,32,0.5573617167393465
1,34,0.5881936885318975
1,35,0.4509601112703632
1,36,0.6048884037856517
1,37,0.42384310201810754
1,38,0.5643280391968514
1,40,0.4875034681225334
1,42,0.6264921669593576
1,43,0.4155050697938786
1,44,0.6000693209262612
1,45,0.583225389102601
1,46,0.6381007633399202
1,47,0.4606861576468082
1,48,0.5351044320823849
1,50,0.6457448702875843
1,51,0.6396218967684226
1,52,0.4215751659033679
1,54,0.5823846935451398
1,57,0.5967200477352314
1,58,0.6267572900433225
1,59,0.5169442978784613
3,5,0.5008262343891928
3,7,0.5248311744553446
3,10,0.4833060703871677
3,18,0.44486875425457784
3,25,0.4462218754702713
3,58,0.4223010028007162
4,5,0.6087927004227182
4,6,0.6857208388586168
4,7,0.4602543580347757
4,8,0.5982156371701663
4,10,0.4544296067260163
4,12,0.6476028986166629
4,13,0.7779885920447684
4,15,0.4437569204372441
4,17,0.47812181213207977
4,20,0.4167008660051962
4,22,0.5230598781339825
4,25,0.5093152244072292
4,26,0.4670466126309453
4,27,0.7655309648266919
4,30,0.41197678988762354
4,31,0.6274747057893065
4,32,0.6155679542602074
4,33,0.5070341222459269
4,34,0.6202631796378032
4,36,0.6804220552214358
4,37,0.5443930011854102
4,38,0.6314903214381935
4,40,0.40329492509094766
4,42,0.6718004115260838
4,43,0.43149769039982006
4,44,0.6058808886830986
4,45,0.606960788951747
4,46,0.5653773455079381
4,47,0.63936334253287
4,48,0.5073412611254586
4,50,0.6202690123109448
4,51,0.6402061828590849
4,52,0.5312217367971781
4,54,0.5833626050536648
4,56,0.5863170500404538
4,57,0.5380956754528993
4,58,0.655187016336262
