i,j,w
1,3,0.42318932504040013
1,4,0.5789762735616961
1,5,0.7458386475080738
1,7,0.5292659443963006
1,8,0.40205228185844255
1,9,0.5718228763896772
1,11,0.4799267982437482
1,12,0.493692131911255
1,13,0.4113405514660332
1,14,0.4403894588338211
1,17,0.6014761025538025
1,23,0.4700250288857208
1,25,0.44950761406337636
1,26,0.4542815847867201
1,27,0.5478658888611794
1,30,0.502823411201364
1,31,0.5903860166326406
1,32,0.5460958923003512
1,34,0.5635959671024158
1,35,0.40163053212691957
1,36,0.4738111643227838
1,38,0.4238920584788762
1,40,0.4586069301694364
1,41,0.4281628547891338
1,42,0.663038006309613
1,44,0.5146415986473696
1,45,0.5045326194028574
1,46,0.5086247064932503
1,50,0.468338484882602
1,51,0.5201901513116354
1,52,0.5179415379976288
1,53,0.5719315896817839
1,54,0.48896838894823047
1,56,0.4095362791978787
1,57,0.467234259198431
1,58,0.47691640256528983
2,36,0.48031911093316054
2,49,0.41514258445277474
2,50,0.42128049231178477
3,4,0.4459685931246786
3,5,0.4320356829180291
3,8,0.48079391326405674
3,9,0.4875570842412508
3,12,0.41597187492420423
3,14,0.4854507667137313
3,17,0.5301654858520453
3,23,0.5227968878057961
3,31,0.4571814628503167
3,32,0.489022754060548
3,34,0.43308255202701956
3,35,0.4033293312245119
3,40,0.444900055806097
3,41,0.4199918963656547
3,42,0.48300711101983534
3,44,0.5251113097240583
3,45,0.5108208855014551
3,46,0.5426630173114467
3,48,0.6390586399846029
3,50,0.4588397034361061
3,51,0.5142810133318928
3,54,0.6569948924148034
3,56,0.4520575572940248
3,58,0.5019348998805324
4,5,0.4924581058708898
4,6,0.4849391161805536
4,7,0.557844759811989
4,8,0.42749253965448103
4,9,0.4439098066415754
4,11,0.498658571232856
4,12,0.5202448362936382
4,13,0.5074595177836316
4,14,0.49648146986250885
4,15,0.5049757879575927
4,16,0.41261384155002917
4,17,0.558001973576122
4,23,0.5475562076778449
4,25,0.4771869688096429
4,27,0.651683458847531
4,29,0.4359000072707801
4,30,0.4410983587045953
4,31,0.5052778502887042
4,32,0.6368973245957418
4,34,0.6283313047969902
4,35,0.4481548868845448
4,36,0.5198153110737557
4,38,0.5535842072854577
4,40,0.41943415105693593
4,42,0.6229513972169942
4,43,0.4572237934436478
4,44,0.553793259214986
4,45,0.6013797005999567
4,46,0.5080405393338848
4,47,0.406940419392132
4,48,0.42650670242162747
4,50,0.4737433833991143
4,51,0.5654045054068981
4,52,0.48181982168429166
4,53,0.47163095669536337
4,54,0.480197969507544
4,56,0.4598839497843986
4,57,0.5251226114530241
4,58,0.49600819737506363
5,6,0.4024142112895964
5,7,0.5341245815599076
5,8,0.4060271762864617
5,9,0.5948649490053541
5,11,0.45079850799280013
5,12,0.5901770379386859
5,14,0.4231433090640526
5,17,0.5459601376896279
5,23,0.4363562088939957
5,26,0.41359090780387125
5,27,0.41769648399187015
5,30,0.42224399136117985
5,31,0.5405485313604206
5,32,0.5186147031363801
5,33,0.5264776847546249
5,34,0.524405579102832
5,36,0.41027198006261756
5,40,0.4772482049597568
5,42,0.5681184374130199
5,45,0.45815655138592887
5,50,0.4235445801800609
5,51,0.4323323506471064
5,53,0.42834402021596485
5,54,0.5135250991219065
5,56,0.4093421587095888
5,58,0.48500608049654503
6,7,0.46120268790995567
6,11,0.4488920127905353
6,13,0.5796682259873807
6,15,0.4412656571358201
6,17,0.5712182333483484
6,27,0.458744427998323
6,32,0.4380080239204218
6,35,0.4167428309761081
6,45,0.46157459490210184
6,50,0.42371291840516745
6,51,0.43282539344364496
6,53,0.43454426706002175
7,8,0.49011901070101993
7,9,0.6590767784625962
7,10,0.5321209241159057
7,11,0.5892814338950577
7,12,0.43020945682726874
7,13,0.6314504321023953
7,14,0.5896953551657194
7,15,0.4112033072975942
7,16,0.42044429489625745
7,17,0.6431665958601175
7,18,0.44063035087687485
7,23,0.5022479514109807
7,27,0.6410621300347811
7,29,0.43825343140654893
7,30,0.6845805874442535
7,31,0.5378726306890216
7,32,0.5660593843280285
7,33,0.4726598945429426
7,34,0.50842477878249
7,36,0.41559547630039145
7,40,0.40599351105095627
7,42,0.6909599298694766
7,44,0.437033093502424
7,45,0.5037190706278607
7,46,0.4632197408008282
7,50,0.5073550555877885
7,51,0.5946447823958015
7,52,0.5006223656763722
7,53,0.5627747111017376
7,54,0.47829317243390684
7,56,0.4418187950708492
7,57,0.49156652675933865
7,58,0.47832845182998357
