i,j,w
0,2,0.4183131771370988
0,7,0.5456670976915626
0,9,0.41468415635536987
0,10,0.5154656802558004
0,34,0.5694008751272808
0,36,0.4627674973298664
0,38,0.4933449388120303
0,45,0.5121052251978733
0,46,0.5407770364078488
0,47,0.42827423571211815
0,51,0.46812705685484124
0,54,0.4909756491613911
0,56,0.4836268467948725
1,8,0.40405527564145144
1,10,0.4860757209704522
2,4,0.4795108485802316
2,10,0.43370056666953816
2,11,0.49103160170793814
2,30,0.4842042611935193
2,34,0.4222661521912292
2,36,0.46533075933758483
2,38,0.4945202750390903
2,46,0.46325164805873914
3,5,0.40711480615388324
3,7,0.403016329147022
3,9,0.40861937444723684
3,10,0.44698621651543335
3,11,0.44246447515543075
4,6,0.4319987900069865
4,12,0.47122120027267
4,27,0.46483301852674447
4,32,0.5704305495814228
4,33,0.4867846674762843
4,34,0.4159276680452131
4,36,0.5441342387980665
4,38,0.4380496264681558
4,46,0.4854975378151535
4,47,0.42439182900972217
4,51,0.4325262259205872
4,56,0.4628449404324791
4,59,0.42587765644028264
5,10,0.44743459466734975
5,54,0.44349468705647116
5,58,0.4321416559616048
6,51,0.40028230852293967
7,10,0.6108563873130636
7,13,0.5075006732368701
7,34,0.5167672579712627
7,38,0.41826121977913466
7,45,0.4657724555661826
7,51,0.4312500931679565
7,54,0.44795745240595214
7,58,0.41109338687129254
8,10,0.4046738449267943
8,54,0.480468734601934
8,58,0.5052429982502397
9,41,0.44527241441235166
10,11,0.45585369441867907
10,18,0.4439944474916349
10,22,0.45815910673748333
10,25,0.47178605878594676
10,30,0.46718858443305084
10,34,0.5023714298933982
10,38,0.5395061737499148
10,42,0.4349724494386037
10,45,0.5901092422725388
10,46,0.4776668776158731
10,47,0.4311260058663157
10,49,0.4102213249964156
10,50,0.43484913682031695
10,51,0.5906697933251401
10,52,0.5157737185865722
10,54,0.6957615540818702
10,58,0.5455338585959605
11,27,0.45917987996009335
11,34,0.44987669263348323
11,38,0.4350436803092265
11,45,0.47044760464041324
11,52,0.4211971569710189
12,47,0.5106547325242322
12,51,0.4017322932229561
13,27,0.412565139664731
13,32,0.4570186253356006
13,34,0.5574567306942741
13,36,0.445887673356193
13,38,0.5270918227025434
13,45,0.40183576164717283
13,46,0.40594575372979225
13,47,0.5253203700720559
13,51,0.4672776138934645
13,52,0.41517702632988174
13,55,0.40778443669128117
16,29,0.47098486680661505
17,29,0.4213408333484181
18,57,0.41209932820350903
19,21,0.41787411656368906
19,24,0.7028388113227626
19,25,0.4309506732140122
19,37,0.42512699152112704
19,39,0.7347543151571517
19,42,0.4541642240857669
19,55,0.64438635513845
21,24,0.5609803985180338
21,25,0.5054771474717838
21,26,0.4105362469368867
22,50,0.4663524723839716
24,39,0.5881468963056541
24,48,0.5022210913046886
24,55,0.5891451372926815
24,59,0.4181995369302879
25,45,0.4109308473574264
26,35,0.5075816427696987
27,32,0.49077387320912863
27,34,0.5154862057013716
27,36,0.4355903609821833
27,38,0.4470285349005475
27,45,0.4693404217754464
27,46,0.4800546824787293
27,51,0.47333269968766417
27,52,0.42245571591842385
27,56,0.4669421426540098
28,39,0.455442729970943
30,31,0.46834308948661396
30,33,0.47327795956838037
30,34,0.4492525666037342
30,36,0.45886076809711784
30,38,0.4081427296307815
30,47,0.4752955767014351
30,51,0.4503633264687024
30,57,0.43860749307328967
31,40,0.5745089936442883
31,43,0.43670730554055887
32,34,0.7208499311327088
32,36,0.8676419081552437
32,38,0.5972551885102514
32,44,0.5165583448047014
32,45,0.4281220709765967
32,46,0.6845162504441193
32,47,0.6991109080828312
32,48,0.5153978274006036
32,49,0.47371373843073805
32,51,0.4529031807755977
32,55,0.5764551766443778
32,56,0.5034247089756347
32,57,0.40328182842829463
32,59,0.6134859969562271
34,36,0.6886217117794501
34,38,0.6888709775603581
34,44,0.5176968300296774
34,45,0.6710264913341768
34,46,0.6833414902274245
34,47,0.5774443478576848
34,48,0.4236934920901562
34,49,0.40404543986858116
34,51,0.5486248716422613
34,52,0.4400997635098854
34,56,0.4498934863500739
34,57,0.5185660296892742
34,59,0.45777561901190356
35,42,0.4292451538378713
36,38,0.6229618303400785
36,44,0.45649276299921143
36,45,0.5190876179897839
36,46,0.6388877020335445
36,47,0.6985441888100214
36,49,0.5128079905293285
36,51,0.4668794614038894
36,56,0.5403460474056857
36,59,0.5239639100764458
38,44,0.5096908778135413
38,45,0.5093450949879804
38,46,0.5909900143496437
38,47,0.6316185126721251
38,48,0.41238760652434486
38,49,0.44967066991976423
38,51,0.5831932195217756
38,52,0.40468844273443255
38,56,0.5549814508104504
38,57,0.4312828940806535
39,42,0.4576154928594452
39,55,0.5947124574692062
40,43,0.48545803833386514
42,54,0.5671620766375548
42,58,0.4795467302181831
44,46,0.5355877262531085
44,47,0.4214098914062658
44,55,0.4034656499365118
45,46,0.5556021356039058
45,47,0.46502342507900757
45,51,0.5343746640197065
45,52,0.47251039576513637
45,54,0.6035512900688588
45,56,0.4300916583527535
45,57,0.49356252496344455
45,58,0.5761206066697536
46,47,0.5521431255872766
46,48,0.4022709271121319
46,50,0.40199730979007453
46,51,0.6184330877299465
46,52,0.44251632252008627
46,56,0.4982524799795626
46,59,0.5598199671869388
47,48,0.4052407780973958
47,49,0.6006621357376253
47,50,0.4443320288835812
47,51,0.577486859290791
47,55,0.4948181320798817
47,56,0.686921338504556
47,57,0.5144992225549982
47,59,0.5783578497432669
48,49,0.44739609169620775
48,59,0.7256399877660633
49,56,0.43499613609649007
49,59,0.5062778164856688
50,51,0.5342270841747945
51,52,0.507315043948297
51,56,0.4716108275366144
51,57,0.47871774430288827
52,54,0.4288839474900802
54,58,0.7793550724318172
55,59,0.4241301403338107
56,57,0.40196310571577304
56,59,0.42015894269373527
