i,j,w
0,1,0.5849162250925243
0,4,0.5374659196711813
0,5,0.6703132968391462
0,6,0.6266184812181071
0,7,0.593285817608445
0,8,0.5349503826221963
0,9,0.4936744489394127
0,10,0.784991722550074
0,11,0.5032094374497886
0,12,0.6541798409078752
0,14,0.4217727505070662
0,15,0.6837652203212476
0,16,0.5699603046417178
0,17,0.5554196830966002
0,18,0.5110462636256233
0,19,0.5023042483113768
0,20,0.5653719905967157
0,21,0.5345199386165166
0,23,0.5034707302154181
0,24,0.4590153095858433
0,25,0.5793734207332374
0,27,0.6165093354694094
0,28,0.46698670754225224
0,31,0.5633186580849271
0,32,0.5062367078376777
0,33,0.44080890215643415
0,34,0.6232612236639459
0,36,0.592974603532906
0,37,0.5179556162084233
0,38,0.5663369498860824
0,39,0.5239875312254619
0,41,0.4653889394821949
0,42,0.46043971456213817
0,43,0.4321098660812655
0,44,0.5691116953253416
0,46,0.5566144587129095
0,47,0.45103824053635705
0,48,0.4417071595626951
0,49,0.4538717166870849
0,50,0.43629689691409046
0,51,0.652507536801431
0,52,0.48466211548132254
0,53,0.4687842529798015
0,54,0.639168703630856
0,56,0.4641818389166937
0,57,0.44744022538838085
0,58,0.5655003333355457
0,59,0.41327814928165
1,5,0.6836122671328895
1,6,0.6217426563482833
1,7,0.603784401805665
1,8,0.6291084351140994
1,9,0.40304066648943
1,10,0.6920459916518261
1,11,0.47053333476263226
1,12,0.6266872334729592
1,15,0.5907142016586474
1,16,0.6140930686805707
1,17,0.5298816503495001
1,18,0.5755476973139602
1,19,0.5566137428390473
1,20,0.6470468233152259
1,21,0.4938460494048358
1,23,0.47655257461236666
1,24,0.5883293893766376
1,25,0.5820956897361735
1,26,0.4149547414062735
1,27,0.5523817254860104
1,28,0.5145288166036267
1,31,0.6044849521150116
1,32,0.6173469199421203
1,34,0.6325451435910624
1,35,0.5190134531878265
1,36,0.6524436743448099
1,37,0.61793170307415
1,38,0.556441619952824
1,39,0.59069864097308
1,40,0.4225264834071996
1,41,0.5409704227371241
1,42,0.6280579558717397
1,43,0.5277795949726534
1,44,0.6231099984508316
1,46,0.7180072024611213
1,47,0.4320842964377646
1,48,0.4433307165200474
1,49,0.4962916328273078
1,50,0.508482314618328
1,51,0.5918125553922016
1,53,0.5649564752879458
1,54,0.741648642361212
1,55,0.47082674531356894
1,56,0.42547343015667105
1,57,0.5424519276504434
1,58,0.7210120449286146
1,59,0.42001743120745383
2,6,0.5149218702599032
2,10,0.43129899438182323
2,15,0.41506360128508885
2,16,0.4449234355400487
2,17,0.41793898738604657
2,18,0.5336507278218259
2,19,0.4560322612230864
2,20,0.5366365986482152
2,21,0.557090077285282
2,23,0.43726017998147626
2,24,0.44690086002787294
2,25,0.5039718685338455
2,27,0.5492073412854185
2,28,0.516208918488686
2,36,0.4329289388876023
2,37,0.41041604275979104
2,38,0.4418782683466666
2,39,0.5086091212169415
2,41,0.5016812471867762
2,42,0.4227303131523102
2,44,0.48600468359951987
2,46,0.42469773673544287
2,49,0.4059024091299771
2,50,0.5882863593262626
2,51,0.4731697643525041
2,53,0.43903890219137715
2,54,0.5202248541515105
2,57,0.4480522262015761
2,58,0.503721734112065
3,6,0.4233071345972738
3,7,0.6881911302559753
3,9,0.7124803340273788
3,10,0.4151800980589935
3,12,0.45912925614994926
3,14,0.5036644636757048
3,16,0.4815133311215303
3,17,0.4282290139516567
3,19,0.4797593427101534
3,21,0.5257959164484863
3,22,0.5622032559554614
3,23,0.5126786397506398
3,25,0.5290745053864616
3,27,0.4121755663011688
3,33,0.5750448831165671
3,34,0.49915065632069994
3,36,0.4129895673677033
3,38,0.4172571718359198
3,39,0.46780884268952394
3,41,0.4217736243737231
3,44,0.4487981944674496
3,48,0.4000263523430358
4,5,0.4024966577834224
4,7,0.40041416914237066
4,10,0.5320066841543487
4,11,0.6629526885174606
4,12,0.4247512313988707
4,14,0.48853998487515954
4,15,0.41212075486264577
4,16,0.48394731197452057
4,27,0.6241141397431615
4,32,0.4351843258147003
4,34,0.4669928940974952
4,36,0.46956949908119827
4,38,0.4856888349002068
4,44,0.446093204289767
4,50,0.4036554459889681
4,51,0.45010647810838816
4,52,0.4278893481811944
4,54,0.4258810672242589
5,6,0.7389522172554329
5,7,0.5490900692626528
5,8,0.650184639987676
5,10,0.7435163408145112
5,11,0.5976761703547775
5,12,0.6739920390419667
5,14,0.6052245360877425
5,15,0.6845452557647117
5,16,0.6125765089812673
5,17,0.6657803819996096
5,18,0.5919880355370036
5,19,0.6031742638878762
5,20,0.6326991347675883
5,21,0.5391360893395819
5,22,0.4772706793713436
5,23,0.4889267109867783
5,24,0.48861140931461905
5,25,0.5417074177583228
5,26,0.479784809107527
5,27,0.6053511970135455
5,28,0.5278427942221061
5,31,0.619857770783183
5,32,0.6539717648861219
5,33,0.444314784526456
5,34,0.6810642614798671
5,35,0.49550997301614347
5,36,0.6994541957197294
5,37,0.6209208145876065
5,38,0.6865188791453876
5,39,0.5564040514051637
5,41,0.45996009617302125
5,42,0.6352349016150189
5,43,0.43687385972916404
5,44,0.6913389239009797
5,46,0.639989493710198
5,48,0.4211158471183796
5,49,0.4250272031230654
5,50,0.47364009866332835
5,51,0.6991379994620853
5,53,0.4920035578792812
5,54,0.7607573384474312
5,57,0.5924571351973495
5,58,0.6887440343639134
6,7,0.5991780217441096
6,8,0.6040660252374995
6,9,0.4097942100736801
6,10,0.6947383442320555
6,11,0.5622304922510244
6,12,0.8073666566290039
6,14,0.5246337654049418
6,15,0.7420517844341069
6,16,0.6058867054683315
6,17,0.6817831944002739
6,18,0.6907172468841897
6,19,0.6103123447650606
6,20,0.7542977318781892
6,21,0.7272166318045497
6,22,0.4348438246076814
6,23,0.5417104128201149
6,24,0.6854182202908726
6,25,0.6747043779882341
6,26,0.46536267748817184
6,27,0.6755212406392594
6,28,0.6895231211305449
6,29,0.5448982292365704
6,31,0.475942032162078
6,32,0.7259543748444238
6,33,0.40938440838108864
6,34,0.7178108187349453
6,35,0.6980323030240985
6,36,0.7610719622095752
6,37,0.6726751736600429
6,38,0.7427037176659348
6,39,0.7034046855367173
6,40,0.4194268622088109
6,41,0.6785932653538957
6,42,0.6505016913999186
6,43,0.47537794311881926
6,44,0.734317291793128
6,46,0.743614772923143
6,48,0.5285580719060371
6,49,0.40597670304113126
6,50,0.53611915733361
6,51,0.6954357245141501
6,52,0.44707974744119744
6,53,0.5677279644503305
6,54,0.7149542736753555
6,55,0.4258062993226801
6,57,0.6633015161158654
6,58,0.6970803766370494
6,59,0.5420856358134231
7,8,0.7218130936340749
7,9,0.8190109813484684
7,10,0.6927801131473454
7,11,0.42395967555335307
7,12,0.6539599034328357
7,14,0.5127767736254184
7,15,0.6642647221854341
7,16,0.6264367700351166
7,17,0.6287582124744082
7,18,0.6032951952938553
7,19,0.5765928680840645
7,20,0.6491891939677344
7,21,0.673683774398101
7,22,0.5822471279894615
7,23,0.7490997782235554
7,24,0.5784086229888211
7,25,0.7373543315045928
7,27,0.5782030308562348
7,28,0.5109570469433702
7,31,0.5360599979597919
7,32,0.5176748073239358
7,33,0.4307438091297912
7,34,0.6055127520390069
7,35,0.5328032963731661
7,36,0.6098028115921137
7,37,0.5465162062390564
7,38,0.5453450083551465
7,39,0.6744649296430576
7,40,0.43137448214452934
7,41,0.5522907319062083
7,43,0.5533659740931475
7,44,0.6534621698440294
7,46,0.6282189026164554
7,47,0.49160068121119654
7,48,0.4112378076042342
7,50,0.5512440930322983
7,51,0.6427027169416719
7,53,0.5522397993422988
7,54,0.5770698818046552
7,55,0.4426159571333794
7,57,0.6933728646830997
7,58,0.576571668022587
8,9,0.5216545018681149
8,10,0.708277602262615
8,11,0.45935507399677433
8,12,0.6788322425734784
8,14,0.4201069460830434
8,15,0.6897076606865226
8,16,0.4622209036640034
8,17,0.6502580620742711
8,18,0.5159612657721532
8,20,0.6044689063293885
8,21,0.565700654926575
8,22,0.4403592985477379
8,23,0.6811732667572148
8,24,0.5367517132208973
8,25,0.6100819220315052
8,26,0.5513936145640761
8,27,0.6463335534064506
8,28,0.5241613497490519
8,31,0.6037337657479144
8,32,0.6101824950349789
8,33,0.416735270846197
8,34,0.6464898660829416
8,35,0.6062033506203851
8,36,0.6510016529422726
8,37,0.6079464986271156
8,38,0.5727354964272893
8,39,0.49877598929749795
8,40,0.4768570708812152
8,41,0.41934137555819734
8,42,0.5036026655901877
8,43,0.5323898622572064
8,44,0.7141582754883873
8,46,0.6833911553044315
8,47,0.5313960948312368
8,48,0.4153614995423503
8,49,0.48928110104109773
8,50,0.5574378163894123
8,51,0.6472193233868923
8,52,0.48152941490808965
8,53,0.5034917159037445
8,54,0.7074506727333177
8,55,0.4180561004517052
8,56,0.4555456894621046
8,57,0.606448950342422
8,58,0.650442054437445
