i,j,w
0,1,0.6106054167605715
0,3,0.5402362090103644
0,4,0.6170260041715976
0,5,0.4693762064272794
0,6,0.5147103390202075
0,7,0.6905839175949873
0,8,0.6063337761756465
0,9,0.42661598453651134
0,10,0.7721872841956422
0,11,0.512594123562259
0,13,0.6631366240136537
0,16,0.57182386320389
0,22,0.40485104717055775
0,25,0.5555095848949595
0,26,0.5026373168420842
0,27,0.5738182427600899
0,39,0.4200333231888672
0,41,0.40295733446272414
0,52,0.4881972551031093
0,54,0.5146456864411217
0,56,0.44051952333155747
0,58,0.5613641899526908
1,2,0.40141149357676037
1,3,0.5398550918325122
1,4,0.5326346876736475
1,5,0.6368774768830308
1,7,0.5497708096096843
1,8,0.5978149630767673
1,10,0.7190253991968051
1,11,0.574177623897891
1,13,0.49272315522476157
1,22,0.4629899202398671
1,27,0.4498347740463364
1,42,0.42967087655086145
1,58,0.4238380444906059
2,3,0.44727512376442397
2,4,0.6079038516150059
2,5,0.49974753172785685
2,10,0.43942709865310503
2,11,0.6515403075781625
2,13,0.5926398185901988
2,14,0.4765158466134035
2,27,0.5582849905436466
3,4,0.5108783178147489
3,5,0.46931447909277857
3,7,0.5547071597905637
3,8,0.4599271561786088
3,10,0.4482933165199547
3,11,0.48297288781051984
3,13,0.46489191274319747
4,5,0.5669596557735687
4,6,0.43014581687777087
4,7,0.6257760760889592
4,8,0.5189148482498682
4,9,0.5993370708292798
4,10,0.6365098287871692
4,11,0.6507311894090139
4,13,0.8048275320409747
4,14,0.4792882230750708
4,16,0.4025531461427947
4,25,0.46286894451368293
4,26,0.47122487242490424
4,27,0.8434677345553274
4,58,0.48034417969907506
5,7,0.5549127650317158
5,8,0.5778825452009112
5,10,0.555629348095779
5,11,0.6119367623242723
5,13,0.4754564046884564
5,27,0.47244859347811796
6,7,0.5589521751373238
6,10,0.5790681267507882
6,12,0.41418364923751505
6,13,0.47664776719573765
6,15,0.41356289627931714
6,16,0.6402325097629903
6,18,0.5320882180463274
6,19,0.6174105993048258
6,20,0.4517179080290696
6,21,0.5925936308473841
6,24,0.4073159093405014
6,25,0.5876374248590622
6,26,0.45200714894082483
6,27,0.5484838090761681
6,29,0.4968258408086294
6,34,0.4019515271630437
6,35,0.5385555138039653
6,36,0.4418222460897214
6,38,0.4781897862396393
6,39,0.5229842811746749
6,41,0.5510902520691161
6,43,0.4196991923389904
6,46,0.5410601386831113
6,51,0.4635199422618863
6,52,0.6282753914093174
6,53,0.5468549897852236
6,54,0.4494922029556188
6,56,0.45888901420429773
6,58,0.5455518840868421
7,8,0.5289500303421973
7,9,0.6216454972090835
7,10,0.6043296223504351
7,11,0.5557728679811106
7,13,0.6640525200209962
7,16,0.4359506470670425
7,25,0.44505751517596737
7,26,0.5058417310039077
7,27,0.5419444339535345
7,38,0.4234456201012339
7,54,0.5506115792814867
7,56,0.43434251295666787
7,58,0.6746475257347663
8,10,0.5397052269949351
8,11,0.5805343337840975
8,13,0.511404582847544
8,27,0.40503100202136305
8,58,0.4136946075842501
9,10,0.43617218361584664
9,11,0.5206968317017342
9,13,0.676012876472242
9,15,0.4352735769730266
9,16,0.4046962916507442
9,22,0.42301940979646513
9,27,0.5658796834450903
9,37,0.4236383633969095
9,58,0.45185538134871267
10,11,0.6019069299710011
10,13,0.6059810711673677
10,14,0.45933493825546756
10,15,0.40541713958573045
10,16,0.4931555730084088
10,25,0.6266665083317916
10,26,0.43401284336894697
10,27,0.7234357008171023
10,31,0.4183866871093022
10,39,0.4574397814871692
10,42,0.46876713562239186
10,54,0.4501093152887157
10,58,0.5489497154054123
11,13,0.5809816105662804
11,14,0.48874054519909976
11,27,0.6010280191318417
12,16,0.4232669921158633
12,18,0.4543490063968812
12,19,0.43568634286491104
12,28,0.4823489255599993
12,46,0.41737905338943027
12,53,0.5647770733376483
12,56,0.4031016149107948
13,14,0.4309805378600242
13,15,0.4076295009634211
13,16,0.4000685179741912
13,25,0.42126980542327747
13,26,0.45173074617538356
13,27,0.8093182268070216
13,34,0.4236403474241126
13,38,0.4569680568080249
13,52,0.4245843986692962
13,58,0.5870999193805339
14,17,0.42795675075931483
14,27,0.4413223138873214
15,16,0.4078890297458264
15,18,0.46397866627175904
15,19,0.4330614264092883
15,20,0.4668858743585751
15,25,0.45106268445075
15,26,0.4192815708972058
15,27,0.48694283142286016
15,39,0.42435045900561175
15,46,0.4073284753636875
15,53,0.4697835327486186
16,18,0.5872318415430158
16,19,0.6261811700053815
16,20,0.48072621228771856
16,21,0.4459765650587894
16,24,0.49251636746939653
16,25,0.5388235408594396
16,29,0.5100415889893655
16,35,0.42126938005541004
16,39,0.49153975725761045
16,41,0.44032185182940115
16,43,0.4268282210864861
16,46,0.463375777774454
16,52,0.5496455150112843
16,53,0.5770222693687421
16,58,0.4830596723881728
17,20,0.4205233988759998
18,19,0.5084862414891184
18,20,0.8894871997151188
18,21,0.5937756137092506
18,24,0.44369539176761646
18,25,0.5633095815916503
18,28,0.5056768987167446
18,29,0.5255649815174079
18,35,0.4229560622186735
18,36,0.4925760337678534
18,39,0.4106487131499419
18,41,0.4443698533064208
18,43,0.599934869156557
18,46,0.6291199383064973
18,49,0.5341321512568796
18,51,0.6069315286575904
18,52,0.563827694106582
18,53,0.6026023408073591
18,56,0.569371157831909
18,57,0.4602942773319403
18,58,0.42104436159875464
19,21,0.5974709510855997
19,24,0.5466874768865706
19,25,0.5279122096568356
19,28,0.5705338190623063
19,29,0.6297896741029436
19,35,0.5034163658513685
19,39,0.7506057167469189
19,40,0.40665368541946556
19,41,0.5495731918463579
19,43,0.45493455601251853
19,44,0.4083957004275471
19,46,0.5151548640249648
19,51,0.5633777178555419
19,52,0.5261791949048606
19,53,0.648573813082299
19,58,0.47829850775661065
20,21,0.5042742373724622
20,24,0.42993221714119484
20,25,0.5464421718391502
20,28,0.42394641715658504
20,29,0.45696898711932865
20,39,0.4022012394922321
20,43,0.5625694404647432
20,46,0.5878965936523171
20,49,0.5103222451818451
20,51,0.534254292570813
20,52,0.4813717781854331
20,53,0.5003421491744633
20,56,0.4844107773095773
21,25,0.7434432416402434
21,27,0.4105962298019133
21,29,0.5528214701425049
21,34,0.40516369215668935
21,36,0.4051293281342865
21,38,0.40651446338822317
21,39,0.44718519592763994
21,41,0.4595607958162013
21,43,0.46231291731307017
21,46,0.5158379453161355
21,50,0.4481892023790448
21,51,0.5768547394069307
21,52,0.5801252502529471
21,53,0.5512015190560052
21,56,0.417253688812723
22,55,0.5042078277001081
24,28,0.557601138573034
24,29,0.5426657599705915
24,33,0.40688039590036656
24,35,0.5386774552181696
24,39,0.7098476045379125
24,41,0.44073108767438673
24,43,0.4902938644370792
24,53,0.5737756502448642
24,55,0.5056586214020443
25,27,0.58143535687491
25,29,0.509463198339554
25,31,0.4253107106080465
25,35,0.47476472882831006
25,39,0.5490313048701873
25,43,0.4745197818924408
25,46,0.4711258812086345
25,51,0.4141462985727907
25,52,0.5371900465161298
25,53,0.4495116857977767
25,54,0.40663727461352034
25,56,0.4546924202744513
25,58,0.46416662064350317
26,27,0.4980869104214232
26,38,0.416498978109515
26,52,0.5270485018769789
27,34,0.43227549155606937
27,38,0.470084094208336
27,52,0.5338409578048783
27,58,0.45865423057131444
28,35,0.4834527179352445
28,36,0.46192316599066985
28,39,0.47964431664626395
28,40,0.41404981045869926
28,43,0.5584648859998802
28,46,0.5275810949729294
28,51,0.44423194664296467
28,53,0.6138527031903155
29,35,0.4078621921209527
29,39,0.6762099934298346
29,41,0.4911285343206007
29,43,0.5358554934551576
29,46,0.43603192866482077
29,51,0.45272305030459764
29,53,0.5991893692709107
30,33,0.6026206060594818
30,35,0.4377686792033192
30,37,0.551909492358911
30,39,0.43512408933783525
30,40,0.705913183041002
30,41,0.40422410315248736
31,33,0.4912308368384995
31,35,0.4264789886123505
31,37,0.48098337580372774
32,34,0.8125907024475237
32,36,0.893482748136025
32,38,0.7952322055537129
32,43,0.42803407268097043
32,44,0.8045858996233869
32,45,0.5848626813599189
32,46,0.7650073409788067
32,47,0.6396513534261632
32,48,0.6133206259665025
32,49,0.6776352420941806
32,50,0.5501020614948411
32,51,0.47208307110207204
32,52,0.4999005697760888
32,53,0.41746302380332934
32,56,0.5680610891520242
32,59,0.6236736284224695
33,35,0.4888666307388105
33,37,0.6027321403892634
33,40,0.7197286423892308
33,53,0.43553082733458526
34,36,0.8531931842583215
34,38,0.8952605929476749
34,44,0.7032370582346521
34,45,0.6488605531998363
34,46,0.7563113578492929
34,47,0.6346962376004334
34,48,0.6193411711471533
34,49,0.7111268759062456
34,50,0.5655062372009826
34,51,0.4987445266936862
34,52,0.5782646028307787
34,56,0.5822019321200111
34,59,0.595373117073579
35,39,0.5022748665767492
35,40,0.5871691240004152
35,43,0.6195761225648105
35,53,0.5126571747818572
36,38,0.838785200589333
36,43,0.4228939713873046
36,44,0.7757363009296041
36,45,0.5609585196213048
36,46,0.8012424474640614
36,47,0.6622314291399976
36,48,0.547541606163621
36,49,0.7013873961234602
36,50,0.5304478112715139
36,51,0.589023737564254
36,52,0.5665726823290863
36,53,0.4412601186675723
36,56,0.6227867438287135
36,59,0.4999930819622435
37,40,0.5773385278245332
