date,y,num_edges
2014-03-31,-0.010097860906054495,168
2014-04-01,-0.014308170494050301,172
2014-04-02,-0.012845934815100858,174
2014-04-03,-0.010416782362705674,172
2014-04-04,0.007185624916344709,200
2014-04-07,0.006975329892618657,221
2014-04-08,0.004371956325095355,215
2014-04-09,-0.010198569536613014,213
2014-04-10,0.017201402188888257,282
2014-04-11,0.04087530280613206,290
2014-04-14,0.03324858148681301,300
2014-04-15,0.0221948186207485,331
2014-04-16,0.0040139022291376236,341
2014-04-17,0.007457134186523948,338
2014-04-21,0.0064386425038518045,347
2014-04-22,-0.008142464164275665,277
2014-04-23,0.005729085587481575,278
2014-04-24,0.009093651572734548,247
2014-04-25,0.028434038280732283,244
2014-04-28,0.036977024151507505,216
2014-04-29,0.026959670905677174,232
2014-04-30,0.027904551516994114,172
2014-05-01,0.024187081932162673,172
2014-05-02,0.02723057481196207,173
2014-05-05,0.023562229774007584,159
2014-05-06,0.03809091594533239,154
2014-05-07,0.04115799190447677,155
2014-05-08,0.04742730671690212,145
2014-05-09,0.04466037937484644,149
2014-05-12,0.03516335639592405,161
2014-05-13,0.03217017879240712,166
2014-05-14,0.029710316719102833,171
2014-05-15,0.03965862831548015,173
2014-05-16,0.03509752262162856,171
2014-05-19,0.03317010551401465,181
2014-05-20,0.04659440841463411,177
2014-05-21,0.03803792553308919,189
2014-05-22,0.032951529516816326,191
2014-05-23,0.027582914532983803,186
2014-05-27,0.015037892758567813,185
2014-05-28,0.02338516754504605,185
2014-05-29,0.016311406432392928,165
2014-05-30,0.018175983342275215,175
2014-06-02,0.018293635472671686,175
2014-06-03,0.02894021661099716,174
2014-06-04,0.028071492530060936,181
2014-06-05,0.02680590198334688,193
2014-06-06,0.016563507518316086,194
2014-06-09,0.00786075340337635,174
2014-06-10,0.011346067669022672,171
2014-06-11,0.009375401684814332,163
2014-06-12,0.0199093699086576,165
2014-06-13,0.025150722784143993,165
2014-06-16,0.02146533687806985,164
2014-06-17,0.019838767039357004,168
2014-06-18,0.0014671052878917953,163
2014-06-19,0.009836907268606303,167
2014-06-20,0.008637640742600084,155
2014-06-23,0.012204377355853013,154
2014-06-24,0.017564728146311104,150
2014-06-25,0.011999876937649808,162
2014-06-26,0.006575445444287324,160
2014-06-27,0.00465289116130654,163
2014-06-30,0.00042503493447372575,162
2014-07-01,-0.0045373788204408575,131
2014-07-02,-0.02471970185104437,111
2014-07-03,-0.032784640739156296,125
2014-07-07,-0.0199981875482828,115
2014-07-08,-0.017730036169234704,73
2014-07-09,-0.021370558998358102,57
2014-07-10,-0.021437576987642846,61
2014-07-11,-0.01282698959865195,59
2014-07-14,-0.016445169976587733,48
2014-07-15,-0.016218198422725517,56
2014-07-16,-0.012654464662001862,54
2014-07-17,0.003234635269208353,70
