tag,kernel,model,best_params_str,val_mse,test_mse,test_mae,test_r2,load_graphs_sec,gram_sec,fit_sec,total_sec,n_train,n_val,n_test,run_dir
tau_0.55,baseline,mean,,0.007332170960221283,0.0016088046215903381,0.030679185899592048,-0.004125436649099923,,,,0.010323762893676758,1450,253,984,results/fixed/tau_0.55/baseline/mean/run_0001
tau_0.55,baseline,ridge,lambda=10.0,0.0077178857767131424,0.0017211152027400236,0.03432478686077877,-0.07422339001385492,,,0.00044417381286621094,0.37206530570983887,1450,253,984,results/fixed/tau_0.55/baseline/ridge/run_0001
tau_0.55,sp,krr,lambda=1e-06,0.006900856296947766,0.0017466838922113271,0.03221614251991121,-0.09018192912753453,3.6527795791625977,20.84633183479309,1.6264314651489258,27.153695583343506,1450,253,984,results/fixed/tau_0.55/sp/krr/run_0001
tau_0.55,sp,svr,"C=0.1, eps=0.05",0.007162023652384887,0.00190853906574561,0.035663740731542,-0.1912028328581381,3.986001491546631,21.367517709732056,1.2383418083190918,27.505415201187134,1450,253,984,results/fixed/tau_0.55/sp/svr/run_0001
tau_0.55,wl,krr,lambda=1e-06,0.006516554601891549,0.0019938089640326355,0.03433888798881142,-0.24442351155425301,3.7790944576263428,1.5169451236724854,0.7598073482513428,6.943089246749878,1450,253,984,results/fixed/tau_0.55/wl/krr/run_0001
tau_0.55,wl,svr,"C=0.1, eps=0.05",0.006923207358196942,0.0017797062026815396,0.03451719364747823,-0.11079259960614518,3.702761650085449,1.5176875591278076,0.31969356536865234,6.441305875778198,1450,253,984,results/fixed/tau_0.55/wl/svr/run_0001
