tag,kernel,model,best_params_str,val_mse,test_mse,test_mae,test_r2,load_graphs_sec,gram_sec,fit_sec,total_sec,n_train,n_val,n_test,run_dir
tau_0.40,baseline,mean,,0.007332171172451073,0.001608804583586176,0.030679185361383463,-0.004125436553641393,,,,0.013453006744384766,1450,253,984,results/fixed/tau_0.40/baseline/mean/run_0002
tau_0.40,baseline,ridge,lambda=10.0,0.007717882952833601,0.0017211151228703546,0.03432478573427432,-0.07422336543753172,,,0.000514984130859375,0.44141316413879395,1450,253,984,results/fixed/tau_0.40/baseline/ridge/run_0002
tau_0.40,sp,krr,lambda=3e-05,0.007042784902266602,0.0016457312223775171,0.030803360529762104,-0.027172969905492783,6.176866292953491,45.9928412437439,2.2396914958953857,55.73957896232605,1450,253,984,results/fixed/tau_0.40/sp/krr/run_0002
tau_0.40,sp,svr,"C=100.0, eps=0.05",0.006649195588933884,0.0016195018246364496,0.03289868625975255,-0.010802053433723868,6.140113353729248,45.26302456855774,1.2242505550384521,53.51862812042236,1450,253,984,results/fixed/tau_0.40/sp/svr/run_0002
tau_0.40,wl,krr,lambda=0.1,0.006891454420812907,0.001433324480638636,0.028642629569055486,0.10539938502904045,5.478731632232666,2.2718191146850586,1.3281121253967285,10.019232511520386,1450,253,984,results/fixed/tau_0.40/wl/krr/run_0002
tau_0.40,wl,svr,"C=10.0, eps=0.05",0.006604527553131061,0.0014140692276759829,0.029519447529796877,0.11741743214572387,6.308169364929199,2.690737009048462,0.32677602767944336,10.493212223052979,1450,253,984,results/fixed/tau_0.40/wl/svr/run_0002
