date,y,num_edges
2014-03-31,-0.010097840248292567,886
2014-04-01,-0.014308137641623829,880
2014-04-02,-0.0128459450569148,882
2014-04-03,-0.010416820488847496,879
2014-04-04,0.007185615693983206,913
2014-04-07,0.0069752758545355825,933
2014-04-08,0.0043719516563609775,922
2014-04-09,-0.010198578660290695,928
2014-04-10,0.017201328812641088,1005
2014-04-11,0.04087525546532934,1032
2014-04-14,0.033248609813966754,1061
2014-04-15,0.022194781983848923,1071
2014-04-16,0.004013829429354469,1099
2014-04-17,0.0074570451211098485,1111
2014-04-21,0.006438736309409008,1124
2014-04-22,-0.008142399799764803,1029
2014-04-23,0.005729151316135935,1051
2014-04-24,0.009093608959978332,1039
2014-04-25,0.028433968317830818,1011
2014-04-28,0.03697705769916191,947
2014-04-29,0.026959665525978255,980
2014-04-30,0.027904621905107816,834
2014-05-01,0.024187098633147726,829
2014-05-02,0.027230618790302367,838
2014-05-05,0.023562213614596504,801
2014-05-06,0.03809094678246639,791
2014-05-07,0.041157989427406845,802
2014-05-08,0.047427285997604735,745
2014-05-09,0.044660423840256994,758
2014-05-12,0.035163350545928694,795
2014-05-13,0.03217012874911982,802
2014-05-14,0.029710351595578777,811
2014-05-15,0.039658697613554034,794
2014-05-16,0.035097517682152385,791
2014-05-19,0.03317010561449632,800
2014-05-20,0.04659435092060678,802
2014-05-21,0.03803784944060279,849
2014-05-22,0.032951561506641525,861
2014-05-23,0.027582926903337933,866
2014-05-27,0.015037859042370242,869
2014-05-28,0.023385178065652282,859
2014-05-29,0.016311323924510936,795
2014-05-30,0.018175935567740588,799
2014-06-02,0.018293676991053814,814
2014-06-03,0.028940230884561522,828
2014-06-04,0.028071464221173084,831
2014-06-05,0.026805934846128213,851
2014-06-06,0.016563442920081703,862
2014-06-09,0.007860779370129248,791
2014-06-10,0.011346062327545203,782
2014-06-11,0.009375403999030842,773
2014-06-12,0.019909358824157102,780
2014-06-13,0.025150742938146432,773
2014-06-16,0.021465393339658974,770
2014-06-17,0.01983871484536321,790
2014-06-18,0.00146715838490942,804
2014-06-19,0.009836895858732264,819
2014-06-20,0.00863755718586235,797
2014-06-23,0.012204388497789025,797
2014-06-24,0.017564698339660578,793
2014-06-25,0.01199984979145472,794
2014-06-26,0.006575457263410524,782
2014-06-27,0.004652970723634739,782
2014-06-30,0.00042505053481055885,776
2014-07-01,-0.0045373904612462605,738
2014-07-02,-0.02471966212293624,696
2014-07-03,-0.032784663167354934,711
2014-07-07,-0.01999813874638205,684
2014-07-08,-0.017730072863759168,508
2014-07-09,-0.021370528512188697,457
2014-07-10,-0.02143747648065073,452
2014-07-11,-0.012826933047934492,432
2014-07-14,-0.01644521910938239,418
2014-07-15,-0.016218247935657404,426
2014-07-16,-0.012654444448272762,421
2014-07-17,0.00323460570620724,445
2014-07-18,-0.004492258702298008,480
2014-07-21,0.006193222204736583,499
2014-07-22,0.007806779449589861,484
2014-07-23,0.01073442480720493,490
2014-07-24,0.013213968027063578,480
2014-07-25,0.019799563883376194,494
2014-07-28,0.02424791294604889,498
2014-07-29,0.02868181132534687,493
2014-07-30,0.025563439171621634,496
2014-07-31,0.043191666384153456,675
2014-08-01,0.049893873983835754,680
2014-08-04,0.04507722446466036,705
2014-08-05,0.05192860704863052,745
2014-08-06,0.05110919755956575,711
2014-08-07,0.06099469517869667,719
2014-08-08,0.04812420915286435,764
2014-08-11,0.037555959260175506,750
2014-08-12,0.04406162478307698,745
2014-08-13,0.037988627336734776,758
2014-08-14,0.027944277472707862,751
2014-08-15,0.022945241930251763,736
2014-08-18,0.021067061958824296,750
2014-08-19,0.017541316813347068,747
2014-08-20,0.021560394510227975,749
2014-08-21,0.017947143141144588,737
2014-08-22,0.009300072100329434,713
2014-08-25,-0.0011336671889503004,713
2014-08-26,0.00752532025756399,708
2014-08-27,-0.009631942106460279,710
2014-08-28,0.0011298969110803588,721
2014-08-29,-0.004930228575552613,696
2014-09-02,-0.009279002721680155,692
2014-09-03,-0.022592524342461243,697
2014-09-04,-0.022368795869366912,691
2014-09-05,-0.015346089371958214,701
2014-09-08,-0.01610240882426907,680
2014-09-09,-0.02483104698411242,700
2014-09-10,-0.011105749056207936,696
2014-09-11,-0.031731788560582716,686
2014-09-12,-0.043166142380285016,689
2014-09-15,-0.05479417490494516,702
2014-09-16,-0.060816866054819826,737
2014-09-17,-0.07005962462686215,733
2014-09-18,-0.08099586660094056,734
2014-09-19,-0.06513268044613428,712
2014-09-22,-0.04733095893957141,740
2014-09-23,-0.021790501817278384,763
2014-09-24,-0.039166670713519175,802
