i,j,w
0,1,0.6696101514712209
0,2,0.6464559652667423
0,3,0.48424299184723496
0,4,0.6642720766994756
0,5,0.5253967420518422
0,6,0.5474877581676887
0,7,0.6044183500543663
0,8,0.5295120832899376
0,9,0.3590290603995319
0,10,0.7285923884040292
0,11,0.7044789229041173
0,12,0.39995257814083274
0,13,0.6745700295915215
0,14,0.6280754472176804
0,16,0.5171816166990963
0,17,0.367408952068655
0,18,0.474042074689099
0,20,0.5532573618404627
0,21,0.4871180551071992
0,23,0.42869718647244537
0,25,0.4906559462626989
0,27,0.622997846582329
0,31,0.37820314444669323
0,34,0.3614787320417332
0,43,0.47075783233444235
0,45,0.36138266564293864
0,50,0.4092571677149293
0,52,0.41967145513719006
0,54,0.5106949922354221
0,58,0.5561445529881494
1,2,0.608959157182142
1,3,0.4700018342266074
1,4,0.6144691068637176
1,5,0.6747584631501556
1,6,0.47484079828320225
1,7,0.6129360743369052
1,8,0.7153196529421355
1,9,0.4189573442669123
1,10,0.7741419160152637
1,11,0.6891883827874887
1,12,0.40390699561791327
1,13,0.629927909104962
1,14,0.5555133580303758
1,16,0.524942847229436
1,18,0.4577347174607635
1,20,0.5325728689224853
1,22,0.35454496457238427
1,23,0.3909656209834072
1,25,0.4568652962155614
1,27,0.6162488612330866
1,42,0.38691879462347517
1,55,0.37145662221912207
2,3,0.5564958736137302
2,4,0.6465449028685537
2,5,0.6239416717155025
2,6,0.5402660827763015
2,7,0.6385205930917848
2,8,0.5226667530363683
2,9,0.35600118398741104
2,10,0.6156087124600044
2,11,0.8949350358226723
2,13,0.7923980990881323
2,14,0.7267554704728165
2,16,0.5169910308644526
2,17,0.3642758947078379
2,20,0.39287934803203234
2,23,0.4827667825102248
2,25,0.3903013617102338
2,27,0.66892327885545
2,42,0.4169534827358939
2,43,0.4211167810933279
2,50,0.4548249549289455
2,54,0.3573349776082833
3,4,0.5220477262793372
3,5,0.5841504734830345
3,6,0.367776294183834
3,7,0.49031998132512106
3,8,0.4949389109996903
3,9,0.5428804479413527
3,10,0.572857778655144
3,11,0.5738542098707964
3,13,0.5316223248226126
3,14,0.46826356619637194
3,17,0.5455721562786884
3,22,0.5403262078149105
3,27,0.38450337311641214
3,32,0.4072937686548803
3,34,0.3869076351192557
3,50,0.4205549647795478
3,51,0.47006891353258634
3,55,0.35096513494235004
4,5,0.5195048271015841
4,6,0.612139717279016
4,7,0.6690397747398229
4,8,0.5322553356034522
4,9,0.4040401304076266
4,10,0.761965514076018
4,11,0.7076643902889471
4,12,0.4907266857643867
4,13,0.759645342168825
4,14,0.5303290535945125
4,16,0.733119092208619
4,18,0.5330118852740602
4,20,0.5484963895167966
4,21,0.43171367084637585
4,22,0.3866343205679845
4,23,0.432076295141
4,25,0.4535705085740016
4,27,0.7207650998419788
4,42,0.42513641810642555
4,43,0.46680932554469323
4,51,0.4158531371936351
4,52,0.39715111679523385
4,54,0.4067980324850761
4,58,0.38452081113517783
5,6,0.4905646980877558
5,7,0.5413579144139407
5,8,0.5394398264775451
5,9,0.5232230661385248
5,10,0.6503428202218415
5,11,0.660403447465103
5,13,0.5639261033737266
5,14,0.5058235445043338
5,16,0.4600398347576213
5,17,0.5148236399808499
5,20,0.3923607520928387
5,22,0.4418393039478528
5,23,0.5180414562296312
5,25,0.4882677805209331
5,27,0.49620392337654895
5,42,0.4056556095426073
5,50,0.45035090125518185
5,51,0.45107232790334034
5,54,0.4350214865904851
5,55,0.3707714593193116
5,58,0.38802307440903144
6,7,0.5702381180763131
6,8,0.4759796564456084
6,9,0.381293899500991
6,10,0.6236647622795575
6,11,0.5751469685692973
6,12,0.5153000861541324
6,13,0.5893764635955224
6,14,0.3507682171783431
6,15,0.40431039111049233
6,16,0.605868270841698
6,17,0.37668429829703054
6,18,0.5030608824737952
6,20,0.5581435666083995
6,21,0.5857863721231802
6,25,0.5494516565059324
6,27,0.5775566365334359
6,30,0.38453945720746835
6,31,0.3535731572585734
6,33,0.3773128382056087
6,34,0.41683870495621794
6,39,0.48931029756167493
6,42,0.5078903501950962
6,43,0.5171502986198303
6,44,0.41741061107773164
6,46,0.42779611293326075
6,50,0.3904435082933547
6,51,0.5404579599718496
6,52,0.4017242169721436
6,54,0.3784760278303301
6,55,0.3536638771011581
6,56,0.4245974754889464
6,58,0.3778228801982628
7,8,0.5852605352096741
7,9,0.499857666700539
7,10,0.7789905225709636
7,11,0.6825487548316924
7,12,0.3686138870946148
7,13,0.7564581698918459
7,14,0.41434730528987435
7,16,0.5392272234449353
7,18,0.5269906584155424
7,20,0.5080988115178706
7,21,0.5172139156075586
7,23,0.4219401762910263
7,25,0.46717596660620897
7,27,0.7446377160342422
7,34,0.38701139824503167
7,39,0.4183960741811289
7,42,0.5024317204861041
7,43,0.5095291448934386
7,44,0.38366854957709356
7,50,0.4265625037705588
7,51,0.46648621286975905
7,52,0.44714329550463955
7,54,0.5626743348281624
7,55,0.38040739482828406
7,56,0.4350286573345614
7,57,0.3635172078503172
7,58,0.5351452579085497
8,9,0.4680835769113036
8,10,0.7268811235812033
8,11,0.6607098049181314
8,13,0.517554963343987
8,14,0.400701494137706
8,16,0.5173842568308269
8,18,0.4809699968474324
8,20,0.48768193403497556
8,21,0.3661534094237043
8,22,0.4309922597768565
8,23,0.5154828494526338
8,25,0.45565257058538583
8,27,0.5857065403346842
8,31,0.3522332587672477
8,42,0.4800823589081747
8,43,0.3733119993983378
8,51,0.38484808239726426
8,52,0.45459887495484563
8,54,0.37439563665884407
8,55,0.5401558463138287
8,58,0.3596837338329837
9,10,0.5305815800447319
9,11,0.4395906165315738
9,13,0.49561576175380345
9,17,0.38812935279680877
9,22,0.3815648733391983
9,23,0.37855588781801525
9,27,0.5998303734581786
9,51,0.7138048786627597
9,52,0.4473326252925631
9,56,0.40539919729653145
10,11,0.7191625701740711
10,12,0.44272294552238345
10,13,0.6800241424519272
10,14,0.5264282780597106
10,16,0.6166748382279109
10,18,0.44170752842376354
10,20,0.46592190594814453
10,21,0.39728649507402375
10,22,0.3996793995133612
10,23,0.490065132831971
10,25,0.4759763470689588
10,27,0.7064413376440141
10,42,0.45118323974350516
10,43,0.48154635359504633
10,51,0.4804113704936302
10,52,0.4275668847060536
10,54,0.4741442554030209
10,55,0.4107723865087605
10,56,0.3843388554311567
10,58,0.4499877910843774
11,13,0.7959823127354663
11,14,0.6992344691663754
11,16,0.5358115478117804
11,17,0.4379446329824525
11,18,0.4704343593909365
11,20,0.5024335235005731
11,21,0.38546590994303054
11,22,0.39981157500427283
11,23,0.5767068623141506
11,25,0.5075751961449811
11,27,0.7427298971019326
11,34,0.38187671056464756
11,42,0.39343200447664145
11,43,0.369869859907488
11,44,0.35891248192459524
11,45,0.362645686005721
11,50,0.48368457693504746
11,51,0.38236765824695906
11,52,0.44331286710803225
11,54,0.399323858810369
11,55,0.3520345175926364
11,58,0.38908832372975877
12,16,0.5765343890203095
12,19,0.3673288914276889
12,20,0.365383330374541
12,21,0.3668677707732778
12,25,0.3708153217951245
12,27,0.3683000007344619
12,39,0.3549433075139269
12,44,0.39294613065455825
12,46,0.41058607961828075
12,51,0.4340208862482091
13,14,0.5389879900782666
13,16,0.6058761615333753
13,18,0.5613377887776907
13,20,0.6015716774452198
13,21,0.441010614316611
13,23,0.5047400407207093
13,25,0.4447720207953975
13,27,0.847922424759518
13,34,0.37497459710111203
13,39,0.375731911487124
13,42,0.4011885708362065
13,43,0.503211431090086
13,50,0.41904400807385267
13,51,0.5280334010229506
13,52,0.45328549720329014
13,54,0.4270584996275408
13,55,0.37591545932609116
13,56,0.4047521438447652
13,58,0.36844659848360356
14,17,0.37523060010441234
14,27,0.46171699848523806
15,19,0.40370002033316976
15,21,0.36639017239123084
15,26,0.35283475705850764
15,28,0.4641224472895298
15,32,0.3618797209189642
15,34,0.3604467591643649
15,39,0.41734259157984777
15,50,0.37537539777173085
15,51,0.37491378382775764
15,54,0.46949188644643436
15,56,0.3900724363041581
15,58,0.37804543868614204
16,18,0.6364234194277626
16,20,0.6273744869853911
16,21,0.5219554330671182
16,23,0.4219637056008161
16,24,0.3570339614003808
16,25,0.5388745856561169
16,27,0.5596218624532715
16,29,0.41358684199522505
16,39,0.4729109705982868
16,42,0.4325181514661858
16,43,0.4875161873701743
16,52,0.36001621397068967
16,55,0.43255868099262634
16,56,0.3907601211596877
16,57,0.35390080326048085
17,22,0.6670404145722354
17,23,0.42340041049842486
